f_property_type,f_room_type,f_room_type2,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,price,id,neighbourhood_cleansed,cancellation_policy,room_type,property_type,ln_price,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,f_bathroom,ln_number_of_reviews,f_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating,f_minimum_nights,flag_days_since,flag_review_scores_rating,flag_reviews_per_month
House,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,100.0,6.0,1.0,96.0,0.0,4.0,0.52,20.0,2.0,4.0,405.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,100.0,16992311,Hackney,flexible,Entire home/apt,House,4.605170185988092,36.0,1.791759469228055,3.210401995568401,1.3862943611198906,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,132.0,7.0,1.5,96.0,0.0,1.0,0.52,0.0,3.0,2.0,405.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,132.0,17147365,Hackney,strict,Entire home/apt,Apartment,4.882801922586371,49.0,1.9459101490553128,3.786566308196472,0.6931471805599453,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,66.0,2.0,1.0,96.0,0.0,1.0,0.52,0.0,2.0,1.0,405.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,66.0,16980433,Hackney,strict,Entire home/apt,Apartment,4.189654742026425,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,95.0,4.0,1.0,90.0,15.0,1.0,1.07,7.0,2.0,2.0,420.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,95.0,7283114,Hackney,strict,Entire home/apt,Apartment,4.553876891600541,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,2.772588722239781,1.0,6.042632833682381,36.51341156269636,220.63713957850695,176400.0,74088000.0,4.499809670330265,2.0,0,0,0
Apartment,Private room,Private,strict,Real Bed,Hackney,39.0,2.0,2.0,50.0,2.0,2.0,0.23,10.0,1.0,1.0,257.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,39.0,12794205,Hackney,strict,Private room,Apartment,3.6635616461296463,4.0,0.6931471805599453,0.4804530139182014,0.0,2.0,1.0986122886681098,1.0,5.552959584921617,30.83536015177286,171.2275087092972,66049.0,16974593.0,3.912023005428146,1.0,0,0,0
Apartment,Private room,Private,strict,Real Bed,Hackney,33.0,2.0,1.0,71.0,11.0,1.0,3.33,0.0,2.0,1.0,98.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,33.0,16093430,Hackney,strict,Private room,Apartment,3.49650756146648,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,2.4849066497880004,1.0,4.59511985013459,21.115126437100933,97.02653662922417,9604.0,941192.0,4.2626798770413155,2.0,0,0,0
Apartment,Private room,Private,strict,Real Bed,Hackney,80.0,2.0,0.5,93.0,36.0,1.0,0.55,30.0,1.0,1.0,1956.0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,80.0,244126,Hackney,strict,Private room,Apartment,4.382026634673881,4.0,0.6931471805599453,0.4804530139182014,0.0,0.0,3.610917912644224,1.0,7.579167967396076,57.44378707800277,435.37611094751924,3825936.0,7483530816.0,4.532599493153256,1.0,0,0,0
House,Private room,Private,strict,Real Bed,Hackney,59.0,2.0,1.0,100.0,3.0,1.0,0.3,0.0,2.0,1.0,300.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,59.0,12577140,Hackney,strict,Private room,House,4.07753744390572,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.3862943611198906,1.0,5.707110264748875,32.57110757400198,185.88690236982654,90000.0,27000000.0,4.605170185988092,2.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,90.0,2.0,1.0,90.0,4.0,1.0,0.19,0.0,5.0,1.0,645.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90.0,4825530,Hackney,moderate,Entire home/apt,Apartment,4.499809670330265,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.6094379124341005,1.0,6.470799503782602,41.87124621815317,270.94043925118467,416025.0,268336125.0,4.499809670330265,3.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,60.0,2.0,2.0,96.0,0.0,1.0,0.52,0.0,1.0,1.0,405.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,60.0,9856274,Hackney,flexible,Private room,House,4.0943445622221,4.0,0.6931471805599453,0.4804530139182014,0.0,2.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
Apartment,Private room,Private,moderate,Real Bed,Hackney,54.0,2.0,1.0,96.0,63.0,1.0,6.36,25.0,1.0,1.0,296.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,54.0,12822730,Hackney,moderate,Private room,Apartment,3.9889840465642745,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,4.158883083359672,2.0,5.6937321388027,32.418585668434766,184.58274311489564,87616.0,25934336.0,4.564348191467836,1.0,0,0,0
House,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,85.0,4.0,1.0,94.0,10.0,3.0,1.08,10.0,1.0,2.0,278.0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,85.0,12551309,Hackney,flexible,Entire home/apt,House,4.442651256490317,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,2.3978952727983707,1.0,5.631211781821365,31.710546131723756,178.56880098495273,77284.0,21484952.0,4.543294782270004,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,89.0,2.0,1.0,98.0,8.0,2.0,0.22,10.0,1.0,1.0,1106.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,89.0,2206362,Hackney,moderate,Entire home/apt,Apartment,4.48863636973214,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,2.19722457733622,1.0,7.009408932708637,49.13181358593563,344.3849730294328,1223236.0,1352899016.0,4.584967478670572,1.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,52.0,2.0,1.0,100.0,16.0,1.0,5.58,0.0,1.0,1.0,84.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,52.0,16201894,Hackney,flexible,Private room,Apartment,3.951243718581428,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,2.833213344056216,1.0,4.442651256490317,19.737150186794988,87.68527507690285,7056.0,592704.0,4.605170185988092,1.0,0,0,0
House,Private room,Private,strict,Real Bed,Hackney,55.0,2.0,1.0,92.0,12.0,2.0,0.92,0.0,3.0,1.0,389.0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,55.0,5625607,Hackney,strict,Private room,House,4.007333185232471,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,2.5649493574615367,1.0,5.966146739123692,35.594906912756265,212.36443780695217,151321.0,58863869.0,4.5217885770490405,3.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,20.0,1.0,2.0,96.0,0.0,1.0,0.52,0.0,1.0,5.0,405.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,20.0,11140474,Hackney,flexible,Private room,House,2.995732273553991,1.0,0.0,0.0,1.6094379124341005,2.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
Apartment,Private room,Private,moderate,Real Bed,Hackney,32.0,2.0,1.0,91.0,17.0,1.0,2.22,8.0,2.0,1.0,229.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,32.0,13759538,Hackney,moderate,Private room,Apartment,3.4657359027997265,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,2.8903717578961645,1.0,5.438079308923196,29.572706570138582,160.81872370792766,52441.0,12008989.0,4.51085950651685,2.0,0,0,0
House,Private room,Private,strict,Real Bed,Hackney,28.0,2.0,1.5,87.0,11.0,1.0,1.2,12.0,1.0,1.0,274.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,28.0,13096962,Hackney,strict,Private room,House,3.332204510175204,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,2.4849066497880004,1.0,5.616771097666572,31.548117563582544,177.19855491691757,75076.0,20570824.0,4.465908118654584,1.0,0,0,0
House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,200.0,5.0,1.5,98.0,8.0,4.0,1.14,0.0,2.0,5.0,210.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,200.0,1927679,Hackney,strict,Entire home/apt,House,5.298317366548036,25.0,1.6094379124341005,2.590290393980234,1.6094379124341005,1.0,2.19722457733622,1.0,5.351858133476067,28.642385480853928,153.2899836978649,44100.0,9261000.0,4.584967478670572,2.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,99.0,3.0,1.0,84.0,5.0,2.0,0.24,20.0,3.0,1.0,615.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,99.0,5332140,Hackney,strict,Entire home/apt,Apartment,4.59511985013459,9.0,1.0986122886681098,1.206948960812582,0.0,1.0,1.791759469228055,1.0,6.423246963533519,41.25810155454258,265.01097553137316,378225.0,232608375.0,4.430816798843313,3.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,32.0,1.0,1.0,100.0,1.0,1.0,0.09,0.0,4.0,1.0,319.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,32.0,10878517,Hackney,flexible,Private room,Apartment,3.4657359027997265,1.0,0.0,0.0,0.0,1.0,0.6931471805599453,1.0,5.768320995793772,33.27352711051525,191.93238503569842,101761.0,32461759.0,4.605170185988092,3.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,100.0,2.0,1.0,90.0,2.0,1.0,0.2,30.0,3.0,1.0,295.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,100.0,8637968,Hackney,strict,Entire home/apt,Apartment,4.605170185988092,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.0986122886681098,1.0,5.69035945432406,32.38019071941522,184.25492439304057,87025.0,25672375.0,4.499809670330265,3.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,60.0,2.0,1.0,96.0,0.0,1.0,0.52,0.0,1.0,1.0,405.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,60.0,7833442,Hackney,flexible,Private room,House,4.0943445622221,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,30.0,2.0,1.0,97.0,6.0,1.0,0.49,0.0,3.0,1.0,370.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,30.0,11247586,Hackney,flexible,Private room,Apartment,3.4011973816621555,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.9459101490553128,1.0,5.916202062607435,35.00144684560047,207.075632022186,136900.0,50653000.0,4.574710978503383,3.0,0,0,0
House,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,100.0,4.0,1.0,96.0,0.0,2.0,0.52,25.0,3.0,2.0,405.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,100.0,9671580,Hackney,flexible,Entire home/apt,House,4.605170185988092,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
Apartment,Private room,Private,strict,Real Bed,Hackney,49.0,2.0,1.0,100.0,2.0,1.0,0.09,5.0,7.0,1.0,686.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,49.0,5090433,Hackney,strict,Private room,Apartment,3.8918202981106265,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.0986122886681098,1.0,6.532334292222349,42.67139130534406,278.7437927207376,470596.0,322828856.0,4.605170185988092,3.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,163.0,1.0,2.0,96.0,0.0,1.0,0.52,0.0,1.0,1.0,405.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,163.0,10809649,Hackney,flexible,Private room,House,5.093750200806762,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
Apartment,Private room,Private,strict,Real Bed,Hackney,34.0,2.0,1.0,96.0,1.0,1.0,0.13,8.0,1.0,1.0,236.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,34.0,13219475,Hackney,strict,Private room,Apartment,3.5263605246161616,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.6931471805599453,1.0,5.4680601411351315,29.899681707070755,163.4932577750608,55696.0,13144256.0,4.564348191467836,1.0,0,1,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,95.0,3.0,1.0,100.0,4.0,1.0,0.16,0.0,7.0,1.0,744.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,95.0,4569857,Hackney,strict,Entire home/apt,Apartment,4.553876891600541,9.0,1.0986122886681098,1.206948960812582,0.0,1.0,1.6094379124341005,1.0,6.61338421837956,43.73685081991182,289.2485989740259,553536.0,411830784.0,4.605170185988092,3.0,0,0,0
House,Private room,Private,moderate,Real Bed,Hackney,45.0,2.0,1.0,99.0,30.0,1.0,1.07,0.0,1.0,1.0,839.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,45.0,4036138,Hackney,moderate,Private room,House,3.80666248977032,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,3.4339872044851463,1.0,6.733401891837359,45.33870103699893,305.28369533597703,703921.0,590589719.0,4.59511985013459,1.0,0,0,0
House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,150.0,5.0,3.5,96.0,0.0,5.0,0.52,20.0,2.0,3.0,405.0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,150.0,17004059,Hackney,strict,Entire home/apt,House,5.010635294096256,25.0,1.6094379124341005,2.590290393980234,1.0986122886681098,2.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,50.0,3.0,1.0,100.0,10.0,2.0,0.26,10.0,4.0,2.0,1156.0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,50.0,2072950,Hackney,moderate,Entire home/apt,Apartment,3.912023005428146,9.0,1.0986122886681098,1.206948960812582,0.6931471805599453,1.0,2.3978952727983707,1.0,7.053585727193677,49.75307161087035,350.93755579848005,1336336.0,1544804416.0,4.605170185988092,3.0,0,0,0
House,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,199.0,6.0,1.5,96.0,0.0,1.0,0.52,0.0,7.0,5.0,405.0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,199.0,16532273,Hackney,moderate,Entire home/apt,House,5.293304824724492,36.0,1.791759469228055,3.210401995568401,1.6094379124341005,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
Apartment,Private room,Private,strict,Real Bed,Hackney,40.0,2.0,1.0,90.0,2.0,1.0,2.0,0.0,1.0,1.0,20.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,40.0,17018921,Hackney,strict,Private room,Apartment,3.688879454113936,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.0986122886681098,1.0,3.044522437723423,9.269116873801375,28.220034300169072,400.0,8000.0,4.499809670330265,1.0,0,0,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,150.0,4.0,2.0,95.0,21.0,2.0,1.85,0.0,2.0,2.0,340.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,150.0,11117488,Hackney,moderate,Private room,Apartment,5.010635294096256,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,2.0,3.091042453358316,1.0,5.831882477283517,34.01085322884653,198.3472989827716,115600.0,39304000.0,4.553876891600541,2.0,0,0,0
Apartment,Private room,Private,strict,Real Bed,Hackney,43.0,2.0,1.0,90.0,4.0,1.0,3.33,0.0,1.0,1.0,35.0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,43.0,16920272,Hackney,strict,Private room,Apartment,3.7612001156935615,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.6094379124341005,1.0,3.58351893845611,12.841607982273604,46.018145404706615,1225.0,42875.0,4.499809670330265,1.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,45.0,2.0,1.0,96.0,0.0,1.0,0.52,0.0,4.0,1.0,405.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,45.0,8972265,Hackney,flexible,Private room,Apartment,3.80666248977032,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
Apartment,Private room,Private,strict,Real Bed,Hackney,39.0,2.0,1.0,100.0,1.0,1.0,0.36,0.0,2.0,1.0,83.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,39.0,15802717,Hackney,strict,Private room,Apartment,3.6635616461296463,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.6931471805599453,1.0,4.430816798843313,19.632137504912105,86.98640465396642,6889.0,571787.0,4.605170185988092,2.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,39.0,2.0,1.0,100.0,1.0,1.0,0.65,0.0,1.0,2.0,45.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,39.0,16644159,Hackney,flexible,Private room,House,3.6635616461296463,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.6931471805599453,1.0,3.828641396489095,14.658494942909968,56.12212054865116,2025.0,91125.0,4.605170185988092,1.0,0,0,0
House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,250.0,6.0,2.0,98.0,8.0,4.0,0.98,25.0,3.0,3.0,243.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,250.0,13444640,Hackney,strict,Entire home/apt,House,5.521460917862246,36.0,1.791759469228055,3.210401995568401,1.0986122886681098,2.0,2.19722457733622,1.0,5.497168225293202,30.218858497173212,166.11814873529207,59049.0,14348907.0,4.584967478670572,3.0,0,0,0
Apartment,Private room,Private,moderate,Couch,Hackney,25.0,2.0,1.0,96.0,40.0,1.0,0.8,10.0,1.0,1.0,1490.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,25.0,886142,Hackney,moderate,Private room,Apartment,3.218875824868201,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,3.713572066704308,1.0,7.307202314764738,53.395205668903145,390.16957046114834,2220100.0,3307949000.0,4.564348191467836,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,90.0,6.0,2.0,93.0,3.0,2.0,0.64,20.0,2.0,3.0,139.0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,90.0,15388863,Hackney,strict,Entire home/apt,Apartment,4.499809670330265,36.0,1.791759469228055,3.210401995568401,1.0986122886681098,2.0,1.3862943611198906,1.0,4.941642422609304,24.41982983293195,120.6740670553168,19321.0,2685619.0,4.532599493153256,2.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,45.0,2.0,1.0,96.0,0.0,1.0,0.52,0.0,1.0,1.0,405.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,45.0,7552385,Hackney,flexible,Private room,Apartment,3.80666248977032,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
